category,question,answer
Insurance,Can  Auto  Insurance  Be  Transferred?,"Generally, an insurance policy cannot be transferred or assigned. Every personal auto policy I can remember reading prohibits assignment of the policy without the written consent of the insurance carrier. That makes sense because the carrier has a right to choose their customers and since it is their money providing the coverage, they have a right to consider any change of risk. As a general rule it makes more sense for a new policy to be written because even if the carrier consents to the change the new insured inherits the record of that policy including all the claims and payment history. If the coverage is being transferred between a spouse to another spouse after a death, the companies are not in the habit of denying the request to change the first named insured. Otherwise, per the ISO Personal Auto Policy, ""Assignment of this policy will not be valid unless we give our written consent."" The answer is no but there is a pathway to a ""yes"" if the carrier consents in writing."
Insurance,What  Does  SR22  Insurance  Cover?,"An SR22 is nothing more than an administrative trail of the status of your auto insurance coverage. The form is filed because the State licensing agency has determined a need to be aware of the status of your coverage, usually due to failing to have insurance or having committed any of several offenses of driving laws. An SR22 is merely attached to your insurance record and your carrier agrees to submit status updates to your state bureau of motor vehicles. An SR22 does not provide any coverage."
Insurance,Can  I  Get  Car  Insurance  Without  A  Job?,"Yes, as long as you are able to pay your premiums on time. I am not aware of a carrier that asks for a persons employer name or even employment status when they are applying to receive automobile insurance coverage. If you are able to make your insurance premium payments on time the insurance carrier will more than likely provide you coverage for as long as you wish to be provided coverage."
Insurance,How  Often  Do  You  Pay  Health  Insurance?,"That is a great question! As a rule, most insurance premiumpayments are paid on a monthly basis. Some, like your auto or life insurance policies, can also be paid on a quarterly, semi-annual (every six months) or annually. Health insurance though, as a rule is typically a monthly payment, though your provider may also allow for other payment schedules. Thanks for asking!"
Insurance,When  Does  The  Beneficiary  Collect  From  A  Life  Insurance  Policy?,"The beneficiary collects from a life insurance policy after the insured person dies. You must obtain a certified death certificate, and contact the insurance company or your agent for a death claim. You fill out the death claim and mail it with the death certificate to the address on the form. They will process it and send you a check for the face amount of the life insurance policy."
Insurance,If  I  Don't  Have  Auto  Insurance  Can  I  Rent  A  Car?,"Car rental agencies offer insurance coverage for the duration of the rental period. Check with them as to coverages and premiums. If this is a rare occurrence it might actually make good sense. The good thing about insurance through the rental company when if an accident occurs, their insurance relieves you of further responsibility."
Insurance,Does  Medicare  Pay  For  Ambulance  Rides?,Medicare will cover ambulance transport when your situation is considered medically necessary and any other form of transportation would be a danger to your health. Medicare will only cover the cost of transport to the closest facility that is able to treat your condition. Be aware that non-par providers are allowed to balance bill above the Medicare allowance.
Insurance,When  Is  Home  Warranty  Insurance  Required?,Home Warranty is not required but I highly recommend it. Home Warranty is different from homeowners in that it can cover to fix or replace equipment in your home such as your HVAC Systems or pool equipment. In most cases the warranty company will continue to fix the item before replacing and this process can be extremely time consuming and frustrating. Be sure to research the companies so that you can get a good idea of how they treat these claims
Insurance,Does  Home  Insurance  Cover  Your  Chimney?,"Your chimney is part of your house and there fore is covered for many possible claims including fire. Theft is also included although admittedly, in my 32 years of experience as a premier broker, I have yet to see anyclientreport there chimney missing or stolen. Keep in mind that wear and tear of an aged chimney is not covered."
Insurance,How  Much  Life  Insurance  Do  I  Need?,"Video Transcript: Today's question is, ""How much life insurance do I need?"" Well, you need to take all your financial obligations in indebtedness, all your future obligations like college, retirement, other areas that you think that you want to talk about or even charitable intent. You need to take all those totals, plus the loss of income. Because if I'm not there to generate income, what happens to my spouse or my family? I need to be able to generate income for them to live on. So what I'm looking at, all the ideas of ""How much do I need?"" I want to take all these areas into consideration; financial indebtedness, future obligations, maybe some charitable intent, and to replace the income from the person who's died. Well, that's our consumer question for today. If you have any questions, just submit them to www.insurancelibrary.com."
Insurance,Is  Property  Insurance  The  Same  As  Homeowners  Insurance?,"Homeowners Insurance is a form of Property Insurance. The Insurance Services Office publishes Insurance Forms which are basic coverage contracts sold asinsurance policies by insurance companies. Homeowners Insurance is the most common form of Property Insurance; this form is generally written for Owner Occupied Single Family Homes but in some cases, it could apply to an Owner Occupied Duplex. To complicate matters further, mortgage companies do not differentiate the coverage form; they simply define required insurance as 'Hazard Insurance'; the hazard being the risk or collateral against which the mortgage company has leant funds. If a single family home is owner occupied, a Homeowners Insurance Policy should be purchased; if a 1 - 4 unit dwelling is tenant occupied, a Landlords Insurance Policy should be purchased. For residential apartments with 5+ units, a Commercial Form is required and in many cases can be written as a Residential Apartment Policy under a Business Owners Policy (BOP) package. For further clarification on the correct form of insurance, contact your insurance carrier or our office and we'll be happy to answer any further questions."
Insurance,Is  Life  Insurance  Cheaper  To  Buy  When  You  Are  Younger?,"Yes, life insurance premiums are a lot lower at younger ages when the risk of death is lower. The longer one waits to buy life insurance, the more the premium will be. In a level premium, permanent policy, you are locking in a lower rates for life by buying early."
Insurance,Does  Aflac  Offer  Short  Term  Disability  Insurance?,"Aflac offers short term disability insurance through employer sponsored plans, only. Aflac does not sell individual short term disability plans to individuals. Their short term disability plans must be paid for by worksite premium payroll deduction. There are only a couple of companies that offer individual short term disability insurance. Many more offer individual long term care disability insurance."
Insurance,Does  Long  Term  Disability  Cover  Medical  Insurance?,"Long term disability and medical insurance are two completely different animals. Long term disability replaces a portion of your income during the time you are unable to work at your full time occupation due to a covered accident or illness. Claims payments are made directly to the insured. Medical insurance is designed to pay a portion of the medical bills derived from care you receive from doctors, hospitals, and other healthcare providers. Claims payments are made directly to the providers unless assigned elsewhere."
Insurance,What  Does  Loss  Of  Use  Mean  For  Homeowners  Insurance?,"Often referred to as COVERAGE D, Loss of Use is coverage on your homeowners insurance that covers the cost of losing the use of your home. For example, a fire in your home has caused significant fire & smoke damage, making the house unlivable until repairs are complete. You would need to temporarily move out - maybe to a Residence Inn or hotel. The cost for food, hotel, etc would be covered under loss of use.Most policies have some limit beside COVERAGE D, butif your policy indicates ""ALS"", which is Actual Loss Sustained, this is the broadest coverage."
Insurance,Does  Car  Insurance  Go  On  Your  Credit  Report?,"When you apply to buy insurance, most insurance companies will take your credit into consideration. It is considered a ""soft hit"". It will show up on your credit history that there was an inquiry, it doesn't change or effect your credit. So whatever your credit score was before you apply for insurance is what it will be after applying. To my knowledge, California is one of the states that mandates insurance companies not take a person's credit history into consideration when rating the premium. You can check with an insurance agent or broker licensed in your state to see if your state as the same rules."
Insurance,How  To  Drive  A  New  Car  Home  Without  Insurance?,Do not drive your new car without insurance. If you have a policy in place that covers physical damage you should be automatically covered long enough to call your agent and notify them of the new vehicle. Otherwise you are driving uninsured which is not only breaking the law but risking a potential cost you can not pay. A dealership if they are doing their job will not let you off the lot without first verifying you have an insurance policy in place.
Insurance,Why  Is  Auto  Insurance  So  Expensive  In  Ohio?,"Auto insurance in Ohio is actually fairly inexpensive...if you know where to look. As an experienced broker here in Ohio (just North of Cincinnati), we specialize in finding the lowest available rates offered by the top-rated carriers. Prices are based on many factors including your age, where you live, the type of vehicle you drive and how good (or bad!) your driving record is. Typically, rates here in the Buckeye state are lower than most other states. A younger driver (under 21) will usually pay a higher rate. There are, however, many discounts that can help reduce the premium. Each carrier has a different set of discounts so shopping can make a big difference. Also, by having an experienced broker shop for you, you may be able to find better pricing. Whether its State Farm, Esurance, Progressive, Geico or Farmers (or many others), as experienced brokers with top-rated websites, our job is to help consumers find not only the best prices, but the most appropriate coverage for their specific circumstances."
Insurance,Do  I  Need  Disability  Insurance  In  South  Carolina?,"Yes, if you bring home a paycheck, you need disability insurance in South Carolina. The State of South Carolina does not offer state disability insurance or require that employers offer it. So if you are not getting a group policy through your place of work, it is important to purchase individual disability insurance."
Insurance,Can  an  apartment  complex  require  you  to  add  them  as  a  co-policy  holder  on  your  renter's  insurance?,"The landlord can require that they be named as an additional insured. Most companies do not charge anything for his extension of coverage. It merely clarifies that if someone sues you and the landlord simultaneously that the policy will provide the primary defense. Normally, the concern of the landlord is in the concern over legal action."
Insurance,What  Is  Medicare  Going  To  Cost  Me?,Most people will receive Medicare Part A at no charge. If you have worked in the Social Security system at least 40 quarters you have prepaid for your Part A coverage. Part B is optional (but highly recommended) and current runs $105 per month for most people. Your Part B premium is usually deducted from your Social Security check.
Insurance,Is  Hyoscyamine  Covered  By  Medicare  Part  D?,"Hyoscyamine is a medication used to control symptoms resulting from various GI tract illness and conditions. The drug can be used for for relief of stomach ulcers, IBS (irritable bowel syndrome), colitis and other illnesses. The drug is sold under various brand names including Levsin, Symax, Anaspaz and other names. Check your Part D drug formulary for coverage and benefits."
Insurance,How  Much  Does  Long  Term  Care  Insurance  Cost  On  Average?,"The cost of long term care insurance depends upon your gender, age, smoking status, health history, current medical condition and the package benefit package you select. A nonsmoking male and female in good health at age 60 using a joint long term care policy can expect to spend around $300 a month in premium."
Insurance,How  Much  Does  Medicare  Pay  For  IVF?,"IVF, otherwise known as In Vitro Fertilization would generally not be something that medicare would pay for. Typically medicare provides coverage for treatment that is considered medically necessary. Without knowing the details of your particular circumstances and medical requirements it is difficult to answer this type of question definitively. I strongly recommend that you contact medicare directly at 800-Medicare to find a definite answer to this question."
Insurance,What  Is  The  Difference  In  Medicare  And  Medicaid?,"Medicare is a taxpayer financed, government run health insurance program mostly for those age 65 and older. If you qualify for Social Security disability you can also qualify for Medicare. Medicaid is a taxpayer financed, government run health insurance program for low income people. Some qualify under dual rules for Medicare and Medicaid."
Insurance,How  Much  Will  Life  Insurance  Payout?,"In most cases, a life insurance policy will pay out the full death benefit at the insured's death. there could be a few adjustments however. If there is an outstanding loan on the policy, the loan balance will be deducted from the death benefit. This assumes you do not have a ""graded benefit"" policy, which will pay less than the full benefit if death occurs in the first couple of years."
Insurance,Why  Do  You  Need  Disability  Insurance?,"If you were injured in an accident or had a debilitating illness that prevented you from working, how long can you go without a paycheck? How will you pay your bills? How will you pay for your health insurance? Most people do not have enough in savings to pay the bills in the event of an extended illness. If they do, chances are it will come at the expense of the kids college fund or retirement savings."
Insurance,When  Does  Health  Insurance  Become  Mandatory?,"You will have to buy a health insurance plan by January 1st 2014 or pay taxes that are a part of the Affordable Care Act (aka: ObamaCare). In order for guaranteed issue Heath insurance to work, the must require everyone to buy it or else everyone who is healthy would just wait until they were sick to buy it."
Insurance,Does  Getting  Married  Affect  Auto  Insurance?,"Yes, in most cases. Rates for married vs single are different amoungst most companies. How it will affect your rates is unpredictible because it depends on whether or not you were residing in the same household over the last year for starters. In Wisconsin at least if you reside in the same household you must be listed on each others policies if separate insurance is carried. To know exactly how getting married would affect your rates, I would suggest contacting your local agent to discuss it with them."
Insurance,Will  The  Cost  Of  Medicare  Go  Up  In  2014?,"The cost of Medicare will almost certainly go up in 2014. The cost of health care is rising, the population is aging and not getting any healthier. In addition, utilization of medical services continues to rise at a staggering rate. Unless Congress yields to political pressure, you should anticipate your Medicare Part A and Part B deductibles to rise along with your Part B premium. The only remaining question is, how much will these costs rise?"
Insurance,How  Long  Does  Car  Insurance  Last?,"The automobile insurance policy has a start date and expiry date. Claims arising from the operation of the vehicle between those two dates and times are covered. Occasionally a company will reinstate a policy that has passed beyond the expiry date. To do so they will almost always require a statement that there werent any potential claims during the period from the expiry date and the date of reinstatement. In those cases the policy will often be back dated to provide continuous protection. This is important when there is a loss payee, such as a bank, that has the authority to order coverage for the vehicle."
Insurance,Is  AAA  Home  Insurance  Any  Good?,AAA is an A rated insurance provider and offers a good homeowners policy. I always recommend when shopping for homeowners insurance that you do your research and check several companies as there are different policy types with coverage's and exclusions that you will want to look at. An independent insurance agent is an excellent resource who can help you navigate through all the details of policy offerings.
Insurance,Can  I  Keep  Insurance  Money  From  Car  Accident?,"As a general rule you can keep proceeds from your auto insurance. You can also spend that money as you see fit. But most claimants generally use the money to repair their damaged vehicle, replace their totaled vehicle or as a down payment for another vehicle. In recent years auto insurance companies have been issuing good driver checks that that you can use at your discretion."
Insurance,Can  You  Go  To  Jail  For  Having  No  Car  Insurance?,Is it possible to go to jail for nothavingauto insurance. Yes it is possible. Slim but possible. Usually your looking at a hefty fine unless you are either a repeat offender or are involved in an accident or a combination of the two. It is illegal to operate a motor vehicle without insurance.
Insurance,Can  You  Get  Health  Insurance  As  A  Real  Estate  Agent?,"My sick sense of humor almost tempts me to say ""No, real estate agents are specifically excluded from getting health insurance by law"" but I won't do that. Yes, you can get health insurance. What you do for a living has no bearing on your eligibility for health insurance, especially now that ObamaCare is in full effect regarding guaranteed issuance of policies. In my experience, most real estate agents are self-employed/1099 contractor status people and not W2 employees of an agency. So, this probably means that you will need to get individual health insurance either through your state's government health insurance marketplace or outside of it. So, just like you would tell those ""For Sale By Owner"" folks, you need to seek out an experienced health insurance agent who can assist you in obtaining coverage. If you have been without health insurance for more than 60-days and haven't had what is called a ""change of life status event"" (marriage, divorce, childbirth/adoption, loss of other coverage) then you are in a time frame where you would be ineligible for enrollment in true major medical insurance until the next annual open enrollment period begins on November 15th, 2014 and the earliest your coverage could go into effect would be for January 1st, 2015. I hate to be the one to deliver this news but that is how ObamaCare works. Your only coverage option to carry you through until then would be to take out a Short Term Medical insurance plan. There are a variety of short term medical plan options available. However, you need to be aware that short term medical plans do still use limited underwriting questions, can decline a person for coverage and they do not cover pre-existing conditions. Please feel free to contact me if you need advice or assistance in this matter."
Insurance,When  Is  Open  Enrollment  For  Medigap  Policies?,"You can apply for a Medigap plan up to 3 months before your Medicare Part B effective date - you must have both Medicare Part A & Medicare Part B to buy a Medigap plan. Once you have an established Medicare Part B effective date, you will have a 6-month open enrollment period to buy any Medigap plan from any carrier with NO medical underwriting. After this point, you can buy a new Medigap plan whenever you would like (there are no annual enrollment periods for Medigap plans), however, you would have to go through medical underwriting if you don't qualify for a special enrollment period or a guaranteed-issue right. The best overall time to buy will be your initial open enrollment period when you're new to Medicare and just starting Part B coverage. Determining which Medigap plan is right from you and which carrier to apply for the plan through can be a bit more involved than some may realize. It's not all about price as some may believe. You need to look at the carriers' premium rating methods (community, attained, or issue age rated), their rates, their rate increase history, their service history, and other factors. It's best to consult with an experienced Medigap broker who can help you determine which plan and carrier will be most suitable to your desires, needs, and budget. I hope the information is helpful - please feel free to contact me for assistance with your Medigap coverage needs, including providing quotes and plan comparisons, and if you have any other questions. Thanks very much."
Insurance,When  To  Use  Medicare?,"Any Medicare beneficiary should always file all of their medical claims their Medicare, as well as their Medicare supplement plan, any time they receive care., especially for hospital services that are covered under Medicare Part A, which is provide at no cost to any eligible US citizen that worked, and paid income taxes, for at least 40 quarters before becoming Medicare eligible."
Insurance,Can  An  LLC  Have  A  Retirement  Plan?,"An LLC can have a qualified or non-qualified plan. Most popular qualified plans with employees are defined contribution plans like 401(k)s. If the LLC is a single person perhaps a SEP IRA should be a consideration, with 25% contribution of income with a cap of $51,000 for 2013."
Insurance,How  Much  Would  Car  Insurance  Cost  For  A  Ford  Mustang?,"In order to answer that question an agent would need to know the year, make and model of the Mustang. The coverage's desired. Who is the driver or drivers which would include date of birth and drivers license number. After obtaining this information a quote can be obtained. I don't have to state the obvious but a base model Mustang and a Salene Mustang will have completely different rates. Also a 50 yr old driver vs. a 20 year old driver will have a difference in rate not to mention the driving record."
Insurance,Will  Insurance  Cover  A  Tree  Falling  On  My  Car?,The Comprehensive portion of your policy's physical damage coverage would cover the damage caused to your car by a falling tree provided that the car was parked and stationary at the time. The claim would be settled subject to your deductible of course. Talk to your Insurance Professional about the specific terms and conditions of your policy. .
Insurance,What  Is  The  Face  Value  Of  A  Term  Life  Insurance  Policy?,The face value of a term life insurance policy is referring to the death benefit. It is the amount of money that the beneficiary will receive at the time of death claim of the insured on the term life insurance policy. Usually these face amounts are set at a guaranteed amount for the entire term of the policy.
Insurance,What  Is  Allianz  Life  Insurance?,"Allianz Life Insurance Company of North America is a major player in life insurance and annuities in the U.S. and globally. Rating services: S&P AA, Moodys A and insurance industry A.M. Best A. Allianz is over 115 years old with over 112 billion in assets with a conservative long term investment posture in their portfolio."
Insurance,What  Is  Cash  Surrender  Value  In  Life  Insurance?,"Answers above are correct, but thought you might like to know that 1. The column that is usually titled ""Account Value"" is the cash value that is usually used by the carrier to determine the amount of loanable money the policyowner may borrow. 2. When the cash value in the ""surrender value"" column equals the ""Account Value"", it indicates that the surrender period or charges are no longer part of the cash value equation. However, if a loan is still outstanding, the surrender charge period could be over, but the loan would be reflected in a surrender charge lower than the account value."
Insurance,Does  Renters  Insurance  Cover  Garage  Theft?,"If the garage is part of the premise that you rent, you may coverage through your renters policy. Your personal property is covered up to a dollar amount specified within the policies limits. Please read your policy completely to understand what coverage is provided and exclutions that there may be."
Insurance,Does  High  Cholesterol  Affect  Life  Insurance  Rates?,The presence of high cholesterol in the blood has been linked to reduced longevity. To the extent that is true your new life insurance policy might be rated. This is to reflect the increased risk that you present to the insurance company. If you have high cholesterol it will probably be detected whether a paramedical exam is conducted or not. You will find that honest full disclosure will usually give you the best possible rate.
Insurance,Will  Medicare  Pay  For  A  Pain  Pump?,"Medicare will cover some forms of pain management. Some, but not all, medical practitioners are covered by Medicare pain management programs. Doctors, and in some states CRNA's (certified registered nurse anesthetists are covered under Medicare. Infusion pumps may also be authorized for coverage under Medicare when authorized by your pain management physician."
Insurance,What  Are  The  Types  Of  Life  Insurance  Policies?,"Life insurance has two categories: Term and Permanent. Within the Term category is regular Term and Return of Premium Term. Term insurance usually has no cash value and jumps way up in price at the end of the term. The latter, ROP Term, will return a portion of the premiums if the policy is cancelled in its later years. If the Insured person is alive when the term ends, 100% of the premiums that were paid in will be paid back to the owner of the policy. Permanent Life Insurance includes Whole Life and several types of Universal Life. These policies have a savings feature in addition to the pure protection, that allows them to stay in effect to a very advanced age. The cash value can also be accessed for other purposes while the Insured person is still alive."
Insurance,Does  State  Farm  Life  Insurance  Test  For  THC?,"Yes, State Farm does offer three types of annuity products at this time (June 27, 2013). The titles and descriptions of these three products are: Future Wealth Builder"" (a flexible premium deferred life annuity), ""Future Income Plus"" (a single premium deferred annuity), and ""Guaranteed Income"" (a single premium immediate annuity)."
Insurance,Where  Can  I  Buy  Health  Insurance  For  An  Individual?,"You can buy health insurance from an experienced broker and their website (perhaps your best option) or the .gov website, where you may talk to a newly-hired and inexperienced worker. It's important to understand all of your options, get a federal subsidy if you deserve it, and speak to an unbiased expert in the field. That's why we can help you best! The Obamacare subsidy is available during Open Enrollment and through specific exceptions. However, there are affordable options available if you miss Open Enrollment."
Insurance,When  Can  You  Disenroll  From  A  Medicare  Advantage  Plan?,It is best to look at the open enrollment period for the smoothest transition. However there may come a time when you just cannot continue to have the coverage and need to make a change. These plans are not intended for members to jump into and out of them but there is always an option to get out and return to a traditional medicare plan. You would have an option of looking into a supplement as well. The best way to deal with this situation is to speak with an agent that understands Medicare and its rules.
Insurance,Does  Life  Insurance  Go  To  Estate?,"If you choose the beneficiary of your life insurance policy to be your estate, or if none of your beneficiaries are alive when you pass, your life insurance proceeds will go to your estate. Other than those circumstances, your policy proceeds go to the person or other entity that you chose to be your beneficiary, bypassing your estate. This allows the benefit to not be tied up in probate and avoids unnecessary fees. However, the value of your life insurance is considered part of your estate value. If the total value of your estate is over the federal or state exempted amount, and if your spouse has passed, estate taxes on the excess may apply."
Insurance,Does  Renters  Insurance  Cover  Rodent  Damage?,"Homeowners insurance excludes damage caused by insects, pests, and vermin. Rodents would be vermin so there would be no coverage for the damage to the dwelling caused by the rodents. Also rodents would not fall under sudden and accidental as the damage vermin cause is over a time period. Time to call the exterminator unless you can find yourself a good cat."
Insurance,When  I  Can  Withdraw  Money  From  My  401K?,"Most people would want to wait until they are at least 59 1/2 years old to withdraw money from their 401k because that is the age when penalty free withdrawals can be taken. You can take withdrawals earlier, but there will be a 10% penalty for early withdrawal. There are exceptions to the 59 1/2 age requirement: You become totally and permanently disabled. You terminate employment through permanent layoff, termination, quitting or taking early retirement in the year you turn 55, or later. Pay for medical care up to the amount allowable as a medical expense deduction in the same year as the medical expense was incurred. Your withdrawal is a response to a qualified domestic relations order. You are required to begin 401k withdrawals by April 1 of the year following the year in which you turn 70 1/2. Regardless of when you take your withdrawal from your 401k, the amount you take out will be taxed as ordinary income for that tax year. You should always seek out a qualified financial professional for help in these situations prior to taking action."
Insurance,Can  An  Apartment  Force  You  To  Have  Renters  Insurance?,They can not force you to get the coverage but they can choose not to let you rent there. The coverage is well worth the cost. in most cases it is as little at $10.00 a month this protect you and also any damages that you may cause to the building. Example ouwl be if you left something on the stove and you caught the building on fire .
Insurance,Does  Medigap  Cover  Eye  Exams?,"Medigap plans do not provide coverage for routine eye exams and eye glasses. In short, you will need to secure coverage under a separate vision insurance plan to to cover routine services. Medicare Part B can provide coverage for some preventive and diagnostic eye exams for people at high-risk of certain conditions (e.g. diagnosing retinopathy in diabetics or mascular degeneration for age-related conditions). In combination with a Medigap plan, these exams can be covered at 100% (Medicare Part B - 80%, Medigap - the remaining 20%). You can check out the medicare.gov website for more specific information regarding condition/risk requirements for Medicare to pay benefits."
Insurance,Where  Is  The  Best  Place  To  Get  Homeowners  Insurance?,"The best to place to purchase insurance is from an agent. If you dont know an agent get a recommendation from a friend, colleague or neighbor. A good agent will listen to you, provide sound financial advice and communicate clearly with you and the insurance company. Setting limits and tailoring coverages are the agents job and many are quite good at it."
Insurance,What  Does  Life  Insurance  Maturity  Mean?,"Life insurance maturity is the date at which the face amount of a permanent life insurance policy is paid to the beneficiary stated in the policy (in case of death) or to the policy holder (if the insured is still alive when the maturity date is reached). In Whole Life, the maturity date coincides with endowment, or the accumulation of cash value to equal the face amount."
Insurance,Does  Renters  Insurance  Cover  Scooters?,"I believe you will find that for the most part, property plicies will exclude any motor powered vehicles from coverage. This is a pretty standard exclusion. Talk to your insurance professional about your options, though. We can easily provide coverage for scooters under a separate contract that is specifically designed to meet those needs at an extremely reasonable price."
Insurance,Will  Homeowners  Insurance  Cover  Spoiled  Food?,It may. If the food spoilage was caused by a covered loss to your home - such as a power failure. Your food loss may be covered up to the dollar amount specified within the policy possibly less your deductible. Please remember every policy is different. Read your policy completely to understand what coverage it provides and what exclusions it may contain.
Insurance,Does  home  insurance  cover  fire?,"Fire was the original peril covered for homes. The insurance company will repair your home to either its depreciated state or replacement state, depending upon the coverage selected. During the construction any extra living expenses incurred because you cannot live in the home will be a part of the claim. Contact your agent if you have more specific information that you are trying to find."
Insurance,When  You  Quit  Your  Job  Does  Health  Insurance  Stop?,Your employer health insurance plan can stop at any time after you quit your job. It depends on how the plan summary is written. Some plan benefits cease the last day you work. Others continue through the end of the month and some continue for 30 - 90 days. If you exercise your COBRA options you can keep your group plan for up to 18 months in most situations.
Insurance,Can  You  Buy  Car  Insurance  With  A  Suspended  License?,An individual with a suspended license can purchase auto insurance. Generally the intent is so the individual can regain his or her license. The other option is the individual has other members in the household that operate a motor vehicle. If this is the case the owner of the policy can purchase the insurance and exclude themselves as an operator thereby allowing the residents in the household to drive the vehicles. The residents of the household will be required to be added to the policy as operators.
Insurance,Why  Does  Life  Insurance  Cost  More  For  Men?,"Life insurance costs more for men simply because men die sooner than women on average, according to actuarial tables. The difference in rates between men and women is not as much at younger ages and for short term insurance. It is in longer term and permanent policies, and policies purchased at an older age, where the price increases for men show up more. That is because the policy is insuring the male to an older age, and the chances of mortality are higher."
Insurance,What  Is  A  Endowment  Plan  In  Life  Insurance?,"Endowment plans are designed to really push the cash accumulation inside your policy. Why would you want to do that? I mean after all, the purpose of life insurance is to provide the survivor benefit you need, when it is needed, for the best price available. Each dollar of benefit literally costs pennies. It is a great deal. So how does cash fit into this picture? It can be superb icing on the cake. Solid whole life products provide great guarantees on the cash accumulation. Solid whole life companies provide some hefty dividends on a non-guaranteed basics. Universal life can provide not only attractive cash accumulation, but some pretty interesting distribution options. And according to current tax law, all this money can be available with little or no taxation. (Ask your attorney if you dont believe me). BUT certain rules have to be followed if you want to keep Uncle Sam out of the picture. An endowment contract could very well trigger a taxable event. When a policy endows, it could exceed the threshold of growth that the government authorities allow before they tax you. A pretty good sign this has occurred is when the cash value equals the death benefit. Is this necessarily bad? It doesnt have to be. If you get the proper advice from your broker and your tax advisor, this could be a planned event in which you still benefit. Even considering the tax you will have to pay, you could still be way ahead of the game financially. However, if you really want to avoid a taxable event, your insurance company will help you. They really dont want to be sued by you or anybody else who mistakenly gets a tax bill you dont want to pay. They will give you illustrations to your hearts delight with all kinds of red flags screaming endowment! endowment! endowment! You can then plan accordingly. To endow, or not to endow. That is the question :)"
Insurance,How  Much  Does  Life  Insurance  Cost  For  Seniors?,"The cost of life insurance for seniors is much higher than for persons in their 20's and 30's, because the mortality rates for seniors are much higher than for young adults. However, if you are a senior person in good health, or with a very well controlled health condition, there are companies that will cater to you. E.g. Getting type 2 diabetes at age 70 could enable you to still get Preferred rates with a few companies, whereas that would not be likely if you got type 2 diabetes at age 20. If you are a senior in good health and you want more coverage than just for your funeral, it can be worth it to use a medically underwritten policy. But be prepared to have an EKG, answer simple questions to test memory (e.g. who is the president of the US), and have all your medical records reviewed. Using an agency that specializes in senior life insurance can help you jump all the hurdles to get your best rate. For small, no exam final expense policies, the rates for seniors will depend a lot on your age and whether you are male or female. You can expect to pay from $50/mo to $200/mo for a burial policy, on average."
Insurance,When  To  Use  Your  Home  Insurance?,"You can make a claim against your homeowners policy any time that you experience a loss as a result of one of the covered perils. Your policy specifies the circumstances that are covered. Common perils are, fire, and lightning. You should remember that your policy has a deductible. Your policy might have some adjustments based upon being claims free. It is possible to file a small claim and realize very little after the deductible, only to discover that you lost your claims free discount which was much more."
Insurance,Does  Homeowners  Insurance  Cover  Foundation  Issues?,Unless the issue is caused by a covered peril your homeowners insurance would not pay for any of the repairs to correct the foundation issues. A foundation issue is typically considered a maintainance issue. Please read your policy completely to know what is covered and what exclusions there may be or contact your local agent to have them go over the policy with you.
Insurance,What  Happens  When  I  Cancel  Life  Insurance?,"When you cancel your Life Insurance policy, you are not only giving up the coverage you purchased but you may also be giving up your insurability and cost of insurance. When you applied for the coverage you are considering cancelling, you went through underwriting to determine if you are ""insurable"". While you are insured, if your health was to deteriorate, the insurance company still maintains the coverage you have. If after cancelling your policy, your health starts to suffer, then when you try to reapply for another Life Insurance policy, you may not be insurable and at best you will have to pay more in premium. Plus consider you will be older which also increases your premium. I recommend that you talk to your broker/agent first to discuss your situation and see the alternatives you have."
Insurance,What  Happens  If  I  Cancel  A  Life  Insurance  Policy?,"If you cancel a life insurance policy, first and foremost, the policy will not pay a death benefit to your beneficiary if/when you pass away. If the policy is Term insurance, there is no cash value to collect and no surrender charge to pay, no matter when you took out your policy. However, if you took it out within the year, your agent may lose all their commission from that sale and could be penalized by the insurance company. With Whole or Universal Life, there will be a surrender charge that reduces the cash value you would collect upon cancelling your policy. However, you may be able to roll your full cash value over into a new policy. Or you may have the option to change your policy to a reduced paid-up policy, in which you get to keep some death protection even though you are no longer paying a premium. Discuss your options with your agent; you may be surprised at the options you have."
Insurance,How  Necessary  Is  Disability  Insurance?,Disability insurance is paycheck insurance. How important is your paycheck? Very important! Disability insurance is an intricate part of defensive financial planning. Most working Americans have 90 days of case reserves for emergencies. So disability insurance can generate tax free benefits for time when you can't work because of sickness and/or injury.
Insurance,What  Is  Aetna  Life  Insurance?,"Aetna Life Insurance is a Final Expense type policy. Final Expense meaning a policy which gives you a lower face amount with minimal underwritting needed. $35k is the maximum death benefit you can get. There are 3 different plans available. A level plan, graded benefit plan, and a modified benefit plan. Even if you are not healthy, you may qualify for a policy. If you would like more information, please do not hesitate to contact me. Thank you."
Insurance,How  Can  I  Afford  Health  Insurance?,"The easiest way to afford health insurance is to qualify for the new Obamacare federal subsidy. It's based on household income, and you could receive enough money to pay for most, or possibly all of your premium. An experienced broker (along with our websites) are perhaps the best and most trusted resources to help determine if you qualify for the subsidy, calculate it, and compare the cheapest available healthcare options."
